identifiedby_att,correto?,probabilidade_corretude,nome_real,scientificname
"Guimarães, EF",1,0.5517673859512532,Piper tuberculatum,Piper tuberculatum
"Marcusso, GM",1,0.49601208795674395,Piper dilatatum,Piper dilatatum
M. Carvalho-Silva,1,0.6422100011643508,Peperomia tetraphylla,Peperomia tetraphylla
D. Monteiro,1,0.6375868427624473,Peperomia tetraphylla,Peperomia tetraphylla
"Callejas, R",0,0.3774320048619951,Piper,Piper avellanum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia delicatula,Peperomia delicatula
R. Callejas Posada,0,0.34733634486387627,Piper,Piper reticulatum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia decora,Peperomia decora
"Carvalho-Silva, M",1,0.666115846748424,Peperomia nitida,Peperomia nitida
"Machado-Silva, T.",1,0.9177790424296651,Peperomia subrubrispica,Peperomia subrubrispica
"Guimarães, EF",0,0.5517673859512532,Peperomia,Peperomia hispidosa
George Azevedo de Queiroz,1,0.45585887617132365,Piper hoffmannseggianum,Piper hoffmannseggianum
"Guimarães, EF",1,0.5517673859512532,Piper caldense,Piper caldense
R. Callejas Posada,0,0.34733634486387627,Piper hoffmannseggianum,Piper hoffmannseggianum hoffmannseggianum
"Guimarães, EF",0,0.5517673859512532,Piper,Piper silvigaudens
"Guimarães, EF",1,0.5517673859512532,Pothomorphe umbellata,Pothomorphe umbellata
"Callejas, R",1,0.3774320048619951,Piper solmsianum,Piper solmsianum
"Guimarães, EF",1,0.5517673859512532,Piper xylosteoides,Piper xylosteoides
"Guimarães, EF",1,0.5517673859512532,Peperomia urocarpa,Peperomia urocarpa
R. Callejas Posada,1,0.34733634486387627,Piper callosum,Piper callosum
T. G. Yuncker,0,0.35511217658388483,Piper marginatum,Piper marginatum catalpaefolium
D. Monteiro,1,0.6375868427624473,Piper lhotzkyanum,Piper lhotzkyanum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia urocarpa,Peperomia urocarpa
"Machado-Silva, T.",1,0.9177790424296651,Peperomia glabella,Peperomia glabella
"Guimarães, EF",0,0.5517673859512532,Peperomia,Peperomia adsurgens
"Guimarães, EF",1,0.5517673859512532,Piper umbellatum,Piper umbellatum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia barbarana,Peperomia barbarana
R. Callejas Posada,0,0.34733634486387627,Peperomia rotundifolia,Peperomia rotundifolia rotundifolia
"Guimarães, EF",1,0.5517673859512532,Piper marginatum,Piper marginatum
"Guimarães, EF",1,0.5517673859512532,Piper ovatum,Piper ovatum
T. G. Yuncker,0,0.35511217658388483,Peperomia glabella,Peperomia glabella nervulosa
"Guimarães, EF",0,0.5517673859512532,Piper,Piper guianense
"Guimarães, EF",1,0.5517673859512532,Peperomia dahlstedtii,Peperomia dahlstedtii
R. Callejas Posada,0,0.34733634486387627,Piper,Piper dactylostigmum
"Callejas, R",0,0.3774320048619951,Piper,Piper bullatilimbum
T. G. Yuncker,0,0.35511217658388483,Piper hispidum,Piper hispidum trachydermum
"Callejas, R",1,0.3774320048619951,Piper caldense,Piper caldense
"Guimarães, EF",1,0.5517673859512532,Piper miquelianum,Piper miquelianum
"Guimarães, EF",1,0.5517673859512532,Piper glabratum,Piper glabratum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia pellucida,Peperomia pellucida
George Azevedo de Queiroz,1,0.45585887617132365,Piper cuyabanum,Piper cuyabanum
T. G. Yuncker,0,0.35511217658388483,Piper,Piper hermannii
"Machado-Silva, T.",1,0.9177790424296651,Peperomia alata,Peperomia alata
"Machado-Silva, T.",1,0.9177790424296651,Peperomia martiana,Peperomia martiana
"Guimarães, EF",1,0.5517673859512532,Piper bartlingianum,Piper bartlingianum
T. G. Yuncker,0,0.35511217658388483,Piper,Piper mosenii
"Guimarães, EF",0,0.5517673859512532,Peperomia,Peperomia punicea
"Carvalho-Silva, M",0,0.666115846748424,Piper arboreum,Piper arboreum arboreum
"Guimarães, EF",0,0.5517673859512532,Piper arboreum,Piper arboreum arboreum
"Guimarães, EF",0,0.5517673859512532,Piper miquelianum,Piper miquelianum miquelianum
"Guimarães, EF",1,0.5517673859512532,Peperomia velloziana,Peperomia velloziana
R. Callejas Posada,1,0.34733634486387627,Piper bartlingianum,Piper bartlingianum
T. G. Yuncker,1,0.35511217658388483,Piper mollicomum,Piper mollicomum
T. G. Yuncker,0,0.35511217658388483,Piper,Piper amapense
"Guimarães, EF",0,0.5517673859512532,Peperomia glabella,Peperomia glabella glabella
"Machado-Silva, T.",1,0.9177790424296651,Peperomia glabella,Peperomia glabella
"Marcusso, GM",1,0.49601208795674395,Piper amplum,Piper amplum
T. G. Yuncker,0,0.35511217658388483,Piper,Piper ulei
George Azevedo de Queiroz,1,0.45585887617132365,Piper mollicomum,Piper mollicomum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia circinnata,Peperomia circinnata
R. Callejas Posada,1,0.34733634486387627,Piper amalago,Piper amalago
George Azevedo de Queiroz,0,0.45585887617132365,Piper,Piper scolopendrifolium
"Guimarães, EF",1,0.5517673859512532,Peperomia rotundifolia,Peperomia rotundifolia
"Callejas, R",0,0.3774320048619951,Piper,Piper cunninghamii
R. Callejas Posada,1,0.34733634486387627,Piper arboreum,Piper arboreum
M. Carvalho-Silva,1,0.6422100011643508,Peperomia campinasana,Peperomia campinasana
"Guimarães, EF",1,0.5517673859512532,Peperomia circinnata,Peperomia circinnata
"Guimarães, EF",1,0.5517673859512532,Piper solmsianum,Piper solmsianum
R. Callejas Posada,1,0.34733634486387627,Piper cuyabanum,Piper cuyabanum
"Marcusso, GM",1,0.49601208795674395,Peperomia arifolia,Peperomia arifolia
"Guimarães, EF",1,0.5517673859512532,Piper lhotzkyanum,Piper lhotzkyanum
George Azevedo de Queiroz,1,0.45585887617132365,Piper caldense,Piper caldense
"Guimarães, EF",1,0.5517673859512532,Piper solmsianum,Piper solmsianum
"Carvalho-Silva, M",1,0.666115846748424,Piper fuligineum,Piper fuligineum
T. G. Yuncker,1,0.35511217658388483,Peperomia corcovadensis,Peperomia corcovadensis
"Machado-Silva, T.",1,0.9177790424296651,Peperomia rubricaulis,Peperomia rubricaulis
"Callejas, R",1,0.3774320048619951,Piper amalago,Piper amalago
"Callejas, R",1,0.3774320048619951,Piper hostmannianum,Piper hostmannianum
"Callejas, R",0,0.3774320048619951,Piper,Piper nigrispicum
T. G. Yuncker,0,0.35511217658388483,Peperomia arifolia,Peperomia renifolia
"Guimarães, EF",1,0.5517673859512532,Peperomia pellucida,Peperomia pellucida
"Callejas, R",0,0.3774320048619951,Piper,Piper bullatilimbum
M. Carvalho-Silva,1,0.6422100011643508,Peperomia tetraphylla,Peperomia tetraphylla
M. Carvalho-Silva,1,0.6422100011643508,Piper regnellii,Piper regnellii
M. Carvalho-Silva,1,0.6422100011643508,Piper ovatum,Piper ovatum
T. G. Yuncker,0,0.35511217658388483,Piper,Piper sublepidotum
"Guimarães, EF",1,0.5517673859512532,Piper aduncum,Piper aduncum
R. Callejas Posada,1,0.34733634486387627,Piper dumosum,Piper dumosum
"Carvalho-Silva, M",1,0.666115846748424,Piper caldense,Piper caldense
"Carvalho-Silva, M",1,0.666115846748424,Peperomia urocarpa,Peperomia urocarpa
"Guimarães, EF",1,0.5517673859512532,Peperomia blanda,Peperomia blanda
D. Monteiro,0,0.6375868427624473,Piper,Piper robustipedunculum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia alata,Peperomia alata
"Guimarães, EF",1,0.5517673859512532,Piper fuligineum,Piper fuligineum
"Callejas, R",1,0.3774320048619951,Piper aduncum,Piper aduncum
D. Monteiro,1,0.6375868427624473,Peperomia blanda,Peperomia blanda
"Guimarães, EF",1,0.5517673859512532,Piper arboreum,Piper arboreum
D. Monteiro,0,0.6375868427624473,Piper,Piper chimonanthifolium
George Azevedo de Queiroz,1,0.45585887617132365,Piper rivinoides,Piper rivinoides
M. Carvalho-Silva,1,0.6422100011643508,Ottonia macrophylla,Ottonia macrophylla
"Marcusso, GM",0,0.49601208795674395,Peperomia,Peperomia stroemfeltii
D. Monteiro,1,0.6375868427624473,Piper solmsianum,Piper solmsianum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia loxensis,Peperomia loxensis
"Marcusso, GM",0,0.49601208795674395,Piper,Piper humillimum
"Guimarães, EF",1,0.5517673859512532,Piper glabratum,Piper glabratum
M. Carvalho-Silva,1,0.6422100011643508,Peperomia tetraphylla,Peperomia tetraphylla
"Carvalho-Silva, M",1,0.666115846748424,Piper umbellatum,Piper umbellatum
T. G. Yuncker,0,0.35511217658388483,Piper,Piper amazonicum
"Callejas, R",1,0.3774320048619951,Piper dilatatum,Piper dilatatum
M. Carvalho-Silva,1,0.6422100011643508,Piper hispidum,Piper hispidum
"Guimarães, EF",1,0.5517673859512532,Piper aduncum,Piper aduncum
R. Callejas Posada,0,0.34733634486387627,Piper hoffmannseggianum,Piper hoffmannseggianum hoffmannseggianum
M. Carvalho-Silva,1,0.6422100011643508,Piper regnellii,Piper regnellii
"Callejas, R",1,0.3774320048619951,Piper marginatum,Piper marginatum
"Guimarães, EF",1,0.5517673859512532,Piper miquelianum,Piper miquelianum
D. Monteiro,0,0.6375868427624473,Piper,Piper ilheusense
"Guimarães, EF",1,0.5517673859512532,Piper miquelianum,Piper miquelianum
T. G. Yuncker,0,0.35511217658388483,Peperomia tetraphylla,Peperomia tetraphylla tetraphylla
"Callejas, R",1,0.3774320048619951,Piper aleyreanum,Piper aleyreanum
R. Callejas Posada,0,0.34733634486387627,Piper,Piper plurinervosum
M. Carvalho-Silva,1,0.6422100011643508,Peperomia corcovadensis,Peperomia corcovadensis
"Guimarães, EF",1,0.5517673859512532,Piper miquelianum,Piper miquelianum
T. G. Yuncker,1,0.35511217658388483,Peperomia trineura,Peperomia trineura
T. G. Yuncker,0,0.35511217658388483,Piper,Piper pseudolanceolatum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia pellucida,Peperomia pellucida
"Machado-Silva, T.",1,0.9177790424296651,Peperomia calophylla,Peperomia calophylla
"Callejas, R",1,0.3774320048619951,Piper manausense,Piper manausense
D. Monteiro,1,0.6375868427624473,Peperomia magnoliifolia,Peperomia magnoliifolia
"Carvalho-Silva, M",1,0.666115846748424,Peperomia circinnata,Peperomia circinnata
"Guimarães, EF",0,0.5517673859512532,Piper aduncum,Piper
"Callejas, R",1,0.3774320048619951,Piper divaricatum,Piper divaricatum
"Guimarães, EF",1,0.5517673859512532,Piper amplum,Piper amplum
"Carvalho-Silva, M",1,0.666115846748424,Piper dilatatum,Piper dilatatum
"Guimarães, EF",0,0.5517673859512532,Piper,Piper lucaeanum
"Guimarães, EF",0,0.5517673859512532,Piper arboreum,Piper arboreum hirtellum
M. Carvalho-Silva,1,0.6422100011643508,Peperomia loxensis,Peperomia loxensis
"Callejas, R",1,0.3774320048619951,Piper malacophyllum,Piper malacophyllum
T. G. Yuncker,0,0.35511217658388483,Piper,Piper reticulatum
"Marcusso, GM",1,0.49601208795674395,Peperomia glabella,Peperomia glabella
"Callejas, R",0,0.3774320048619951,Piper regnellii,Piper regnellii pallescens
T. G. Yuncker,1,0.35511217658388483,Piper gaudichaudianum,Piper gaudichaudianum
"Carvalho-Silva, M",0,0.666115846748424,Piper,Piper klotzschianum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia martiana,Peperomia martiana
"Machado-Silva, T.",1,0.9177790424296651,Peperomia balansana,Peperomia balansana
"Guimarães, EF",1,0.5517673859512532,Piper caldense,Piper caldense
T. G. Yuncker,1,0.35511217658388483,Piper aduncum,Piper aduncum
D. Monteiro,1,0.6375868427624473,Piper gaudichaudianum,Piper gaudichaudianum
"Guimarães, EF",0,0.5517673859512532,Piper,Piper reitzii
"Guimarães, EF",0,0.5517673859512532,Piper arboreum,Piper arboreum arboreum
T. G. Yuncker,1,0.35511217658388483,Peperomia magnoliifolia,Peperomia magnoliifolia
"Machado-Silva, T.",1,0.9177790424296651,Peperomia tetraphylla,Peperomia tetraphylla
R. Callejas Posada,1,0.34733634486387627,Piper gaudichaudianum,Piper gaudichaudianum
"Guimarães, EF",0,0.5517673859512532,Piper arboreum,Piper arboreum arboreum
R. Callejas Posada,1,0.34733634486387627,Piper anisum,Piper anisum
"Carvalho-Silva, M",1,0.666115846748424,Piper amalago,Piper amalago
R. Callejas Posada,1,0.34733634486387627,Piper bartlingianum,Piper bartlingianum
George Azevedo de Queiroz,1,0.45585887617132365,Piper amplum,Piper amplum
"Callejas, R",0,0.3774320048619951,Peperomia,Peperomia mosenii
George Azevedo de Queiroz,1,0.45585887617132365,Peperomia alata,Peperomia alata
"Carvalho-Silva, M",1,0.666115846748424,Peperomia loxensis,Peperomia loxensis
M. Carvalho-Silva,1,0.6422100011643508,Piper glabratum,Piper glabratum
M. Carvalho-Silva,1,0.6422100011643508,Piper xylosteoides,Piper xylosteoides
M. Carvalho-Silva,1,0.6422100011643508,Piper tectoniifolium,Piper tectoniifolium
"Callejas, R",1,0.3774320048619951,Peperomia martiana,Peperomia martiana
"Callejas, R",1,0.3774320048619951,Piper umbellatum,Piper umbellatum
"Guimarães, EF",0,0.5517673859512532,Piper,Piper augustum
"Guimarães, EF",0,0.5517673859512532,Piper,Piper augustum
"Guimarães, EF",1,0.5517673859512532,Piper obliquum,Piper obliquum
"Callejas, R",0,0.3774320048619951,Piper,Piper piresii
"Guimarães, EF",1,0.5517673859512532,Peperomia barbarana,Peperomia barbarana
"Guimarães, EF",1,0.5517673859512532,Piper amalago,Piper amalago
"Guimarães, EF",1,0.5517673859512532,Piper obliquum,Piper obliquum
"Guimarães, EF",0,0.5517673859512532,Peperomia glabella,Peperomia glabella glabella
"Guimarães, EF",1,0.5517673859512532,Piper mollicomum,Piper mollicomum
"Guimarães, EF",1,0.5517673859512532,Peperomia magnoliifolia,Peperomia magnoliifolia
"Callejas, R",1,0.3774320048619951,Piper arboreum,Piper arboreum
"Guimarães, EF",1,0.5517673859512532,Peperomia urocarpa,Peperomia urocarpa
"Callejas, R",0,0.3774320048619951,Piper,Piper dichotomum
"Guimarães, EF",1,0.5517673859512532,Peperomia galioides,Peperomia galioides
"Guimarães, EF",1,0.5517673859512532,Piper hispidum,Piper hispidum
"Guimarães, EF",0,0.5517673859512532,Piper,Piper guianense
"Callejas, R",0,0.3774320048619951,Piper,Piper abutiloides
R. Callejas Posada,0,0.34733634486387627,Piper,Piper monteverdeanum
"Carvalho-Silva, M",1,0.666115846748424,Piper miquelianum,Piper miquelianum
"Callejas, R",1,0.3774320048619951,Piper callosum,Piper callosum
"Carvalho-Silva, M",0,0.666115846748424,Piper arboreum,Piper arboreum arboreum
"Carvalho-Silva, M",1,0.666115846748424,Piper cernuum,Piper cernuum
"Machado-Silva, T.",1,0.9177790424296651,Piper gaudichaudianum,Piper gaudichaudianum
D. Monteiro,1,0.6375868427624473,Piper tectoniifolium,Piper tectoniifolium
T. G. Yuncker,1,0.35511217658388483,Piper malacophyllum,Piper malacophyllum
"Carvalho-Silva, M",1,0.666115846748424,Piper mollicomum,Piper mollicomum
R. Callejas Posada,0,0.34733634486387627,Piper,Piper vitaceum
"Guimarães, EF",1,0.5517673859512532,Piper ovatum,Piper ovatum
T. G. Yuncker,0,0.35511217658388483,Piper,Piper lucaeanum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia loxensis,Peperomia loxensis
D. Monteiro,1,0.6375868427624473,Piper arboreum,Piper arboreum
"Guimarães, EF",0,0.5517673859512532,Piper,Piper hayneanum
"Guimarães, EF",1,0.5517673859512532,Piper lhotzkyanum,Piper lhotzkyanum
"Guimarães, EF",1,0.5517673859512532,Peperomia elongata,Peperomia elongata
"Guimarães, EF",0,0.5517673859512532,Piper,Piper hispidinervium
"Carvalho-Silva, M",1,0.666115846748424,Peperomia tetraphylla,Peperomia tetraphylla
T. G. Yuncker,1,0.35511217658388483,Piper rivinoides,Piper rivinoides
R. Callejas Posada,0,0.34733634486387627,Piper,Piper carniconnectivum
"Marcusso, GM",1,0.49601208795674395,Piper hostmannianum,Piper hostmannianum
"Callejas, R",0,0.3774320048619951,Peperomia tetraphylla,Peperomia tetraphylla tetraphylla
George Azevedo de Queiroz,1,0.45585887617132365,Piper rivinoides,Piper rivinoides
George Azevedo de Queiroz,1,0.45585887617132365,Piper aduncum,Piper aduncum
T. G. Yuncker,0,0.35511217658388483,Peperomia glazioui,Peperomia glaziovii
D. Monteiro,1,0.6375868427624473,Piper umbellatum,Piper umbellatum
D. Monteiro,1,0.6375868427624473,Piper miquelianum,Piper miquelianum
"Callejas, R",0,0.3774320048619951,Piper gaudichaudianum,Piper gaudichaudianum gaudichaudianum
R. Callejas Posada,1,0.34733634486387627,Piper manausense,Piper manausense
R. Callejas Posada,0,0.34733634486387627,Piper corcovadensis,Piper corcovadensis corcovadensis
D. Monteiro,1,0.6375868427624473,Peperomia galioides,Peperomia galioides
"Carvalho-Silva, M",0,0.666115846748424,Piper arboreum,Piper arboreum arboreum
T. G. Yuncker,1,0.35511217658388483,Piper tuberculatum,Piper tuberculatum
T. G. Yuncker,0,0.35511217658388483,Peperomia elongata,Peperomia elongata guianensis
"Machado-Silva, T.",1,0.9177790424296651,Peperomia corcovadensis,Peperomia corcovadensis
D. Monteiro,1,0.6375868427624473,Piper amalago,Piper amalago
"Guimarães, EF",1,0.5517673859512532,Peperomia corcovadensis,Peperomia corcovadensis
T. G. Yuncker,0,0.35511217658388483,Piper,Piper bracteosum
T. G. Yuncker,1,0.35511217658388483,Peperomia subrubrispica,Peperomia subrubrispica
"Guimarães, EF",1,0.5517673859512532,Piper pellitum,Piper pellitum
"Guimarães, EF",0,0.5517673859512532,Peperomia decora,Peperomia decora pilosa
M. Carvalho-Silva,1,0.6422100011643508,Piper caldense,Piper caldense
"Guimarães, EF",1,0.5517673859512532,Piper miquelianum,Piper miquelianum
"Guimarães, EF",1,0.5517673859512532,Piper amalago,Piper amalago
T. G. Yuncker,0,0.35511217658388483,Piper,Piper schwackei
T. G. Yuncker,0,0.35511217658388483,Piper,Piper pseudolanceolatum
"Marcusso, GM",1,0.49601208795674395,Peperomia nitida,Peperomia nitida
"Guimarães, EF",1,0.5517673859512532,Peperomia tetraphylla,Peperomia tetraphylla
D. Monteiro,1,0.6375868427624473,Piper anisum,Piper anisum
D. Monteiro,1,0.6375868427624473,Piper anonifolium,Piper anonifolium
R. Callejas Posada,1,0.34733634486387627,Piper pellitum,Piper pellitum
T. G. Yuncker,0,0.35511217658388483,Peperomia,Peperomia caulibarbis
"Guimarães, EF",1,0.5517673859512532,Piper hispidum,Piper hispidum
M. Carvalho-Silva,1,0.6422100011643508,Piper fuligineum,Piper fuligineum
"Guimarães, EF",1,0.5517673859512532,Piper tectoniifolium,Piper tectoniifolium
M. Carvalho-Silva,1,0.6422100011643508,Peperomia pellucida,Peperomia pellucida
R. Callejas Posada,1,0.34733634486387627,Piper fuligineum,Piper fuligineum
"Callejas, R",0,0.3774320048619951,Peperomia arifolia,Peperomia quadrifolia
"Guimarães, EF",1,0.5517673859512532,Piper marginatum,Piper marginatum
"Guimarães, EF",1,0.5517673859512532,Peperomia catharinae,Peperomia catharinae
"Guimarães, EF",1,0.5517673859512532,Peperomia glabella,Peperomia glabella
"Carvalho-Silva, M",1,0.666115846748424,Peperomia macrostachya,Peperomia macrostachya
"Guimarães, EF",1,0.5517673859512532,Piper corcovadensis,Piper corcovadensis
"Guimarães, EF",1,0.5517673859512532,Piper tuberculatum,Piper tuberculatum
"Guimarães, EF",1,0.5517673859512532,Piper corcovadensis,Piper corcovadensis
"Guimarães, EF",1,0.5517673859512532,Peperomia rotundifolia,Peperomia rotundifolia
"Carvalho-Silva, M",1,0.666115846748424,Piper arboreum,Piper arboreum
George Azevedo de Queiroz,1,0.45585887617132365,Piper amalago,Piper amalago
George Azevedo de Queiroz,1,0.45585887617132365,Piper umbellatum,Piper umbellatum
"Carvalho-Silva, M",1,0.666115846748424,Piper mollicomum,Piper mollicomum
"Carvalho-Silva, M",0,0.666115846748424,Piper arboreum,Piper arboreum arboreum
"Guimarães, EF",0,0.5517673859512532,Piper arboreum,Piper arboreum arboreum
D. Monteiro,1,0.6375868427624473,Peperomia augescens,Peperomia augescens
"Machado-Silva, T.",1,0.9177790424296651,Peperomia alata,Peperomia alata
T. G. Yuncker,1,0.35511217658388483,Peperomia megapotamica,Peperomia megapotamica
T. G. Yuncker,1,0.35511217658388483,Peperomia megapotamica,Peperomia megapotamica
"Guimarães, EF",1,0.5517673859512532,Peperomia urocarpa,Peperomia urocarpa
"Carvalho-Silva, M",1,0.666115846748424,Peperomia corcovadensis,Peperomia corcovadensis
T. G. Yuncker,0,0.35511217658388483,Piper,Piper diospyrifolium
"Guimarães, EF",1,0.5517673859512532,Piper hispidum,Piper hispidum
"Marcusso, GM",1,0.49601208795674395,Peperomia catharinae,Peperomia catharinae
"Guimarães, EF",1,0.5517673859512532,Piper miquelianum,Piper miquelianum
"Machado-Silva, T.",1,0.9177790424296651,Peperomia clivicola,Peperomia clivicola
D. Monteiro,1,0.6375868427624473,Peperomia augescens,Peperomia augescens
T. G. Yuncker,1,0.35511217658388483,Piper anonifolium,Piper anonifolium
D. Monteiro,1,0.6375868427624473,Piper anisum,Piper anisum
D. Monteiro,1,0.6375868427624473,Peperomia arifolia,Peperomia arifolia
"Callejas, R",1,0.3774320048619951,Peperomia alata,Peperomia alata
"Carvalho-Silva, M",1,0.666115846748424,Peperomia urocarpa,Peperomia urocarpa
R. Callejas Posada,1,0.34733634486387627,Piper arboreum,Piper arboreum
"Guimarães, EF",1,0.5517673859512532,Piper divaricatum,Piper divaricatum
"Callejas, R",1,0.3774320048619951,Peperomia martiana,Peperomia martiana
"Marcusso, GM",1,0.49601208795674395,Peperomia glabella,Peperomia glabella
George Azevedo de Queiroz,1,0.45585887617132365,Piper hoffmannseggianum,Piper hoffmannseggianum
George Azevedo de Queiroz,1,0.45585887617132365,Piper hoffmannseggianum,Piper hoffmannseggianum
T. G. Yuncker,1,0.35511217658388483,Piper solmsianum,Piper solmsianum
George Azevedo de Queiroz,1,0.45585887617132365,Piper xylosteoides,Piper xylosteoides
"Guimarães, EF",1,0.5517673859512532,Piper arboreum,Piper arboreum
"Guimarães, EF",1,0.5517673859512532,Piper tuberculatum,Piper tuberculatum
"Guimarães, EF",1,0.5517673859512532,Piper anisum,Piper anisum
T. G. Yuncker,1,0.35511217658388483,Piper permucronatum,Piper permucronatum
R. Callejas Posada,1,0.34733634486387627,Piper dilatatum,Piper dilatatum
"Guimarães, EF",1,0.5517673859512532,Piper lhotzkyanum,Piper lhotzkyanum
"Carvalho-Silva, M",1,0.666115846748424,Piper aduncum,Piper aduncum
"Guimarães, EF",1,0.5517673859512532,Peperomia urocarpa,Peperomia urocarpa
"Machado-Silva, T.",1,0.9177790424296651,Peperomia alata,Peperomia alata
T. G. Yuncker,1,0.35511217658388483,Piper gaudichaudianum,Piper gaudichaudianum
"Guimarães, EF",0,0.5517673859512532,Peperomia tetraphylla,Peperomia tetraphylla tetraphylla
"Callejas, R",0,0.3774320048619951,Piper,Piper froesii
M. Carvalho-Silva,1,0.6422100011643508,Peperomia dahlstedtii,Peperomia dahlstedtii
M. Carvalho-Silva,1,0.6422100011643508,Piper mollicomum,Piper mollicomum
R. Callejas Posada,0,0.34733634486387627,Piper arboreum,Piper arboreum falcifolium
R. Callejas Posada,0,0.34733634486387627,Piper,Piper utinganum
M. Carvalho-Silva,1,0.6422100011643508,Piper aduncum,Piper aduncum
George Azevedo de Queiroz,1,0.45585887617132365,Piper hoffmannseggianum,Piper hoffmannseggianum
"Guimarães, EF",1,0.5517673859512532,Peperomia galioides,Peperomia galioides
M. Carvalho-Silva,1,0.6422100011643508,Piper aduncum,Piper aduncum
"Guimarães, EF",1,0.5517673859512532,Piper cernuum,Piper cernuum
"Callejas, R",0,0.3774320048619951,Piper,Piper lanceolatum
M. Carvalho-Silva,1,0.6422100011643508,Piper marginatum,Piper marginatum
"Guimarães, EF",0,0.5517673859512532,Piper,Piper scabrellum
"Callejas, R",0,0.3774320048619951,Piper arboreum,Piper arboreum arboreum
"Guimarães, EF",1,0.5517673859512532,Piper divaricatum,Piper divaricatum
T. G. Yuncker,0,0.35511217658388483,Peperomia rubricaulis,Peperomia rubricaulis parvifolia
R. Callejas Posada,0,0.34733634486387627,Piper,Piper piscatorum
"Guimarães, EF",0,0.5517673859512532,Piper arboreum,Piper arboreum arboreum
"Guimarães, EF",1,0.5517673859512532,Piper gaudichaudianum,Piper gaudichaudianum
"Callejas, R",1,0.3774320048619951,Piper crassinervium,Piper crassinervium
D. Monteiro,0,0.6375868427624473,Piper,Piper limai
"Guimarães, EF",1,0.5517673859512532,Piper xylosteoides,Piper xylosteoides
R. Callejas Posada,1,0.34733634486387627,Piper hispidum,Piper hispidum
"Callejas, R",0,0.3774320048619951,Piper,Piper japurense
"Carvalho-Silva, M",1,0.666115846748424,Peperomia tetraphylla,Peperomia tetraphylla
D. Monteiro,1,0.6375868427624473,Peperomia augescens,Peperomia augescens
"Carvalho-Silva, M",1,0.666115846748424,Peperomia macrostachya,Peperomia macrostachya
"Guimarães, EF",1,0.5517673859512532,Piper mollicomum,Piper mollicomum
"Callejas, R",0,0.3774320048619951,Piper,Piper dactylostigmum
"Callejas, R",0,0.3774320048619951,Piper,Piper diospyrifolium
"Marcusso, GM",1,0.49601208795674395,Peperomia urocarpa,Peperomia urocarpa
"Guimarães, EF",1,0.5517673859512532,Piper hispidum,Piper hispidum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia glabella,Peperomia glabella
"Guimarães, EF",1,0.5517673859512532,Piper dumosum,Piper dumosum
George Azevedo de Queiroz,1,0.45585887617132365,Peperomia elongata,Peperomia elongata
R. Callejas Posada,1,0.34733634486387627,Piper obliquum,Piper obliquum
"Carvalho-Silva, M",1,0.666115846748424,Peperomia macrostachya,Peperomia macrostachya
M. Carvalho-Silva,1,0.6422100011643508,Piper aduncum,Piper aduncum
T. G. Yuncker,0,0.35511217658388483,Peperomia rubricaulis,Peperomia subrubricaulis
M. Carvalho-Silva,0,0.6422100011643508,Peperomia,Peperomia minensis
R. Callejas Posada,0,0.34733634486387627,Piper,Piper truncatum
"Guimarães, EF",0,0.5517673859512532,Piper,Piper lepturum var. angustifolium
"Guimarães, EF",1,0.5517673859512532,Piper miquelianum,Piper miquelianum
M. Carvalho-Silva,0,0.6422100011643508,Piper,Piper scutifolium
"Machado-Silva, T.",1,0.9177790424296651,Peperomia glabella,Peperomia glabella
"Callejas, R",0,0.3774320048619951,Piper,Piper mollipilosum
"Guimarães, EF",1,0.5517673859512532,Piper macedoi,Piper macedoi
"Carvalho-Silva, M",1,0.666115846748424,Piper gaudichaudianum,Piper gaudichaudianum
D. Monteiro,1,0.6375868427624473,Peperomia urocarpa,Peperomia urocarpa
"Marcusso, GM",1,0.49601208795674395,Peperomia ouabianae,Peperomia ouabianae
"Callejas, R",1,0.3774320048619951,Piper regnellii,Piper regnellii
"Callejas, R",1,0.3774320048619951,Piper callosum,Piper callosum
T. G. Yuncker,1,0.35511217658388483,Peperomia megapotamica,Peperomia megapotamica
"Carvalho-Silva, M",1,0.666115846748424,Peperomia pereskiaefolia,Peperomia pereskiaefolia
"Callejas, R",1,0.3774320048619951,Piper hispidum,Piper hispidum
R. Callejas Posada,1,0.34733634486387627,Piper hostmannianum,Piper hostmannianum
R. Callejas Posada,1,0.34733634486387627,Piper hispidum,Piper hispidum
"Marcusso, GM",1,0.49601208795674395,Peperomia glabella,Peperomia glabella
"Guimarães, EF",1,0.5517673859512532,Piper amalago,Piper amalago
"Guimarães, EF",1,0.5517673859512532,Peperomia campinasana,Peperomia campinasana
"Carvalho-Silva, M",1,0.666115846748424,Peperomia urocarpa,Peperomia urocarpa
