scientificname,identifiedby_att,correto?,nome_real
Piper arboreum,"Carvalho-Silva, M",1,Piper arboreum
Piper arboreum,"Carvalho-Silva, M",1,Piper arboreum
Piper arboreum,"Carvalho-Silva, M",1,Piper arboreum
Piper arboreum,"Carvalho-Silva, M",1,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum arboreum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum tuberculatum,"Carvalho-Silva, M",0,Piper arboreum
Piper arboreum tuberculatum,"Carvalho-Silva, M",0,Piper arboreum
Piper cachimboense,"Carvalho-Silva, M",0,Piper
Piper cachimboense,"Carvalho-Silva, M",0,Piper
Piper cachimboense,"Carvalho-Silva, M",0,Piper
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,D. Monteiro,1,Piper caldense
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper cernuum,"Carvalho-Silva, M",1,Piper cernuum
Piper cernuum,"Carvalho-Silva, M",1,Piper cernuum
Piper cernuum,"Carvalho-Silva, M",1,Piper cernuum
Piper cernuum,"Guimarães, EF",1,Piper cernuum
Piper cernuum,"Carvalho-Silva, M",1,Piper cernuum
Piper cernuum,"Guimarães, EF",1,Piper cernuum
Piper cernuum,"Carvalho-Silva, M",1,Piper cernuum
Piper cernuum,"Carvalho-Silva, M",1,Piper cernuum
Piper cernuum,"Carvalho-Silva, M",1,Piper cernuum
Piper cernuum cernuum,"Callejas, R",0,Piper cernuum
Piper chimonanthifolium,"Carvalho-Silva, M",0,Piper
Piper chimonanthifolium,"Carvalho-Silva, M",0,Piper
Piper crassinervium,"Carvalho-Silva, M",1,Piper crassinervium
Piper crassinervium,"Carvalho-Silva, M",1,Piper crassinervium
Piper crassinervium,"Carvalho-Silva, M",1,Piper crassinervium
Piper crassinervium,"Guimarães, EF",1,Piper crassinervium
Piper crassinervium,"Carvalho-Silva, M",1,Piper crassinervium
Piper crassinervium,"Carvalho-Silva, M",1,Piper crassinervium
Piper crassinervium,"Carvalho-Silva, M",1,Piper crassinervium
Piper crassinervium,"Carvalho-Silva, M",1,Piper crassinervium
Piper crassinervium,"Carvalho-Silva, M",1,Piper crassinervium
Piper crassinervium,"Carvalho-Silva, M",1,Piper crassinervium
Piper dilatatum,"Carvalho-Silva, M",1,Piper dilatatum
Piper dilatatum,"Callejas, R",1,Piper dilatatum
Piper dilatatum,"Callejas, R",1,Piper dilatatum
Piper dilatatum,"Callejas, R",1,Piper dilatatum
Piper dilatatum,"Callejas, R",1,Piper dilatatum
Piper dilatatum,"Callejas, R",1,Piper dilatatum
Piper dilatatum,"Callejas, R",1,Piper dilatatum
Piper dilatatum,"Carvalho-Silva, M",1,Piper dilatatum
Piper dilatatum,"Carvalho-Silva, M",1,Piper dilatatum
Piper dilatatum,"Carvalho-Silva, M",1,Piper dilatatum
Piper dilatatum,"Carvalho-Silva, M",1,Piper dilatatum
Piper dilatatum,"Carvalho-Silva, M",1,Piper dilatatum
Piper dilatatum,"Carvalho-Silva, M",1,Piper dilatatum
Piper dilatatum,"Carvalho-Silva, M",1,Piper dilatatum
Piper dilatatum,"Carvalho-Silva, M",1,Piper dilatatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper divaricatum,"Carvalho-Silva, M",1,Piper divaricatum
Piper divaricatum,"Carvalho-Silva, M",1,Piper divaricatum
Piper divaricatum,"Carvalho-Silva, M",1,Piper divaricatum
Piper eucalyptophyllum,"Carvalho-Silva, M",0,Piper
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Callejas, R",1,Piper fuligineum
Piper fuligineum,"Guimarães, EF",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,T. G. Yuncker,1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper fuligineum,"Carvalho-Silva, M",1,Piper fuligineum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Callejas, R",1,Piper gaudichaudianum
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,T. G. Yuncker,1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Callejas, R",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper gaudichaudianum,"Carvalho-Silva, M",1,Piper gaudichaudianum
Piper glabratum,"Callejas, R",1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper goesii,"Guimarães, EF",0,Piper
Piper grazielae,"Carvalho-Silva, M",0,Piper
Piper grazielae,"Carvalho-Silva, M",0,Piper
Piper grazielae,"Carvalho-Silva, M",0,Piper
Piper grazielae,"Carvalho-Silva, M",0,Piper
Piper guianense,"Carvalho-Silva, M",0,Piper
Piper hayneanum,"Carvalho-Silva, M",0,Piper
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hoffmannseggianum,"Carvalho-Silva, M",1,Piper hoffmannseggianum
Piper klotzschianum,"Carvalho-Silva, M",0,Piper
Piper lepturum t,"Carvalho-Silva, M",0,Piper
Piper lhotzkyanum,"Carvalho-Silva, M",1,Piper lhotzkyanum
Piper lhotzkyanum,"Carvalho-Silva, M",1,Piper lhotzkyanum
Piper lhotzkyanum,"Callejas, R",1,Piper lhotzkyanum
Piper lhotzkyanum,"Carvalho-Silva, M",1,Piper lhotzkyanum
Piper lhotzkyanum,"Carvalho-Silva, M",1,Piper lhotzkyanum
Piper lhotzkyanum,"Carvalho-Silva, M",1,Piper lhotzkyanum
Piper lhotzkyanum,"Carvalho-Silva, M",1,Piper lhotzkyanum
Piper lhotzkyanum,"Carvalho-Silva, M",1,Piper lhotzkyanum
Piper lhotzkyanum,"Carvalho-Silva, M",1,Piper lhotzkyanum
Piper malacophyllum,"Carvalho-Silva, M",1,Piper malacophyllum
Piper malacophyllum,"Callejas, R",1,Piper malacophyllum
Piper marginatum,"Carvalho-Silva, M",1,Piper marginatum
Piper marginatum,"Carvalho-Silva, M",1,Piper marginatum
Piper mikanianum,"Carvalho-Silva, M",1,Piper mikanianum
Piper mikanianum,"Carvalho-Silva, M",1,Piper mikanianum
Piper mikanianum,"Carvalho-Silva, M",1,Piper mikanianum
Piper miquelianum,"Carvalho-Silva, M",1,Piper miquelianum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper ottonoides,"Carvalho-Silva, M",0,Piper
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper ovatum,"Carvalho-Silva, M",1,Piper ovatum
Piper peltatum,"Carvalho-Silva, M",1,Piper peltatum
Piper permucronatum,"Carvalho-Silva, M",1,Piper permucronatum
Piper pseudopothifolium,"Carvalho-Silva, M",0,Piper
Piper pseudopothifolium,"Carvalho-Silva, M",0,Piper
Piper regnellii,T. G. Yuncker,1,Piper regnellii
Piper regnellii,"Carvalho-Silva, M",1,Piper regnellii
Piper regnellii,"Carvalho-Silva, M",1,Piper regnellii
Piper regnellii,"Carvalho-Silva, M",1,Piper regnellii
Piper regnellii,"Carvalho-Silva, M",1,Piper regnellii
Piper regnellii,"Carvalho-Silva, M",1,Piper regnellii
Piper regnellii,"Carvalho-Silva, M",1,Piper regnellii
Piper richardiifolium,"Carvalho-Silva, M",1,Piper richardiifolium
Piper richardiifolium,"Carvalho-Silva, M",1,Piper richardiifolium
Piper richardiifolium,"Carvalho-Silva, M",1,Piper richardiifolium
Piper rio-docense,"Carvalho-Silva, M",0,Piper
Piper rio-docense,"Carvalho-Silva, M",0,Piper
Piper saldanhai,"Carvalho-Silva, M",0,Piper
Piper solmsianum,"Guimarães, EF",1,Piper solmsianum
Piper solmsianum,"Carvalho-Silva, M",1,Piper solmsianum
Piper solmsianum,"Callejas, R",1,Piper solmsianum
Piper solmsianum,"Carvalho-Silva, M",1,Piper solmsianum
Piper solmsianum,"Carvalho-Silva, M",1,Piper solmsianum
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,D. Monteiro,1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper tectoniifolium,"Carvalho-Silva, M",1,Piper tectoniifolium
Piper translucens,"Carvalho-Silva, M",0,Piper
Piper truncatum,"Carvalho-Silva, M",0,Piper
Piper tuberculatum,"Carvalho-Silva, M",1,Piper tuberculatum
Piper tuberculatum,"Carvalho-Silva, M",1,Piper tuberculatum
Piper tuberculatum,"Carvalho-Silva, M",1,Piper tuberculatum
Piper tuberculatum,"Carvalho-Silva, M",1,Piper tuberculatum
Piper umbellatum,"Carvalho-Silva, M",1,Piper umbellatum
Piper umbellatum,D. Monteiro,1,Piper umbellatum
Piper umbellatum,"Carvalho-Silva, M",1,Piper umbellatum
Piper umbellatum,"Carvalho-Silva, M",1,Piper umbellatum
Piper umbellatum,"Carvalho-Silva, M",1,Piper umbellatum
Piper umbellatum,"Carvalho-Silva, M",1,Piper umbellatum
Piper umbellatum,"Carvalho-Silva, M",1,Piper umbellatum
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Piper vicosanum,"Carvalho-Silva, M",1,Piper vicosanum
Piper viminifolium,"Carvalho-Silva, M",0,Piper
Piper viminifolium,"Carvalho-Silva, M",0,Piper
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Callejas, R",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Callejas, R",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Piper xylosteoides,"Carvalho-Silva, M",1,Piper xylosteoides
Manekia incurva,"Carvalho-Silva, M",1,Manekia incurva
Manekia obtusa,"Carvalho-Silva, M",1,Manekia obtusa
Peperomia quadrangularis,"Marcusso, GM",1,Peperomia quadrangularis
Peperomia quadrangularis,"Marcusso, GM",1,Peperomia quadrangularis
Piper bartlingianum,"Marcusso, GM",1,Piper bartlingianum
Piper bartlingianum,"Marcusso, GM",1,Piper bartlingianum
Piper dilatatum,"Marcusso, GM",1,Piper dilatatum
Piper glabrescens,"Marcusso, GM",0,Piper
Piper glabrescens,"Marcusso, GM",0,Piper
Piper hispidum,"Marcusso, GM",1,Piper hispidum
Piper hostmannianum,"Marcusso, GM",1,Piper hostmannianum
Piper hostmannianum,"Marcusso, GM",1,Piper hostmannianum
Piper marginatum,"Marcusso, GM",1,Piper marginatum
Piper aduncum,"Machado-Silva, T.",1,Piper aduncum
Piper amalago,"Machado-Silva, T.",1,Piper amalago
Piper amalago,"Machado-Silva, T.",1,Piper amalago
Piper amalago,"Machado-Silva, T.",1,Piper amalago
Piper anostachyum,"Machado-Silva, T.",0,Piper
Piper anostachyum,"Machado-Silva, T.",0,Piper
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper gaudichaudianum,"Machado-Silva, T.",1,Piper gaudichaudianum
Piper gaudichaudianum,"Machado-Silva, T.",1,Piper gaudichaudianum
Piper gaudichaudianum,"Machado-Silva, T.",1,Piper gaudichaudianum
Piper gaudichaudianum,"Machado-Silva, T.",1,Piper gaudichaudianum
Piper gaudichaudianum,"Machado-Silva, T.",1,Piper gaudichaudianum
Piper gaudichaudianum,"Machado-Silva, T.",1,Piper gaudichaudianum
Piper gaudichaudianum,"Machado-Silva, T.",1,Piper gaudichaudianum
Piper gaudichaudianum,"Machado-Silva, T.",1,Piper gaudichaudianum
Piper gaudichaudianum,"Machado-Silva, T.",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper lhotzkyanum,"Machado-Silva, T.",1,Piper lhotzkyanum
Piper lhotzkyanum,"Machado-Silva, T.",1,Piper lhotzkyanum
Piper lhotzkyanum,"Machado-Silva, T.",1,Piper lhotzkyanum
Piper lhotzkyanum,"Machado-Silva, T.",1,Piper lhotzkyanum
Piper lhotzkyanum,"Machado-Silva, T.",1,Piper lhotzkyanum
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper miquelianum,"Machado-Silva, T.",1,Piper miquelianum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Peperomia adsurgens,"Machado-Silva, T.",0,Peperomia
Peperomia diaphanodies,T. G. Yuncker,0,Peperomia diaphanoides
Peperomia alata,"Callejas, R",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Callejas, R",1,Peperomia alata
Peperomia alata,"Machado-Silva, T.",1,Peperomia alata
Peperomia alata,"Machado-Silva, T.",1,Peperomia alata
Peperomia alata,T. G. Yuncker,1,Peperomia alata
Peperomia alata,T. G. Yuncker,1,Peperomia alata
Peperomia alata,"Callejas, R",1,Peperomia alata
Peperomia balansana,"Machado-Silva, T.",1,Peperomia balansana
Peperomia barbarana,"Callejas, R",1,Peperomia barbarana
Peperomia barbarana,"Machado-Silva, T.",1,Peperomia barbarana
Peperomia barbarana,"Machado-Silva, T.",1,Peperomia barbarana
Peperomia barbarana,"Guimarães, EF",1,Peperomia barbarana
Peperomia barbarana,T. G. Yuncker,1,Peperomia barbarana
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia blanda,"Carvalho-Silva, M",1,Peperomia blanda
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia blanda,D. Monteiro,1,Peperomia blanda
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia blanda,"Machado-Silva, T.",1,Peperomia blanda
Peperomia blanda,"Machado-Silva, T.",1,Peperomia blanda
Peperomia blanda,T. G. Yuncker,1,Peperomia blanda
Peperomia blanda,"Callejas, R",1,Peperomia blanda
Peperomia blanda blanda,"Callejas, R",0,Peperomia blanda
Peperomia blanda langsdorfii,"Callejas, R",0,Peperomia blanda
Peperomia blanda pseudo-dindygulensis,"Callejas, R",0,Peperomia blanda
Peperomia calophylla,"Machado-Silva, T.",1,Peperomia calophylla
Peperomia calophylla,"Machado-Silva, T.",1,Peperomia calophylla
Peperomia calophylla,"Machado-Silva, T.",1,Peperomia calophylla
Peperomia calophylla,"Machado-Silva, T.",1,Peperomia calophylla
Peperomia calophylla,"Machado-Silva, T.",1,Peperomia calophylla
Peperomia calophylla,"Machado-Silva, T.",1,Peperomia calophylla
Peperomia campinasana,"Guimarães, EF",1,Peperomia campinasana
Peperomia castelosensis,"Machado-Silva, T.",1,Peperomia castelosensis
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Guimarães, EF",1,Peperomia catharinae
Peperomia catharinae,"Machado-Silva, T.",1,Peperomia catharinae
Peperomia catharinae,T. G. Yuncker,1,Peperomia catharinae
Peperomia catharinae,T. G. Yuncker,1,Peperomia catharinae
Peperomia caulibarbis,T. G. Yuncker,0,Peperomia
Peperomia caulibarbis,"Callejas, R",0,Peperomia
Peperomia circinnata,"Carvalho-Silva, M",1,Peperomia circinnata
Peperomia circinnata,"Callejas, R",1,Peperomia circinnata
Peperomia circinnata,"Callejas, R",1,Peperomia circinnata
Peperomia corcovadensis,"Machado-Silva, T.",1,Peperomia corcovadensis
Peperomia corcovadensis,"Callejas, R",1,Peperomia corcovadensis
Peperomia corcovadensis,M. Carvalho-Silva,1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,T. G. Yuncker,1,Peperomia corcovadensis
Peperomia corcovadensis,"Callejas, R",1,Peperomia corcovadensis
Peperomia corcovadensis,"Callejas, R",1,Peperomia corcovadensis
Peperomia divaricata,"Callejas, R",0,Peperomia
Peperomia elongata,"Machado-Silva, T.",1,Peperomia elongata
Peperomia elongata,T. G. Yuncker,1,Peperomia elongata
Peperomia emarginella,"Callejas, R",1,Peperomia emarginella
Peperomia emarginella,T. G. Yuncker,1,Peperomia emarginella
Peperomia galioides,"Callejas, R",1,Peperomia galioides
Peperomia glabella,"Machado-Silva, T.",1,Peperomia glabella
Peperomia glabella,"Callejas, R",1,Peperomia glabella
Peperomia glabella,T. G. Yuncker,1,Peperomia glabella
Peperomia glabella,"Guimarães, EF",1,Peperomia glabella
Peperomia glabella,"Guimarães, EF",1,Peperomia glabella
Peperomia glabella,"Callejas, R",1,Peperomia glabella
Peperomia hilariana,"Machado-Silva, T.",1,Peperomia hilariana
Peperomia hilariana,T. G. Yuncker,1,Peperomia hilariana
Peperomia hilariana,T. G. Yuncker,1,Peperomia hilariana
Peperomia hilariana,T. G. Yuncker,1,Peperomia hilariana
Peperomia hispidula,"Callejas, R",1,Peperomia hispidula
Peperomia magnoliifolia,"Callejas, R",1,Peperomia magnoliifolia
Peperomia magnoliifolia,"Callejas, R",1,Peperomia magnoliifolia
Peperomia magnoliifolia,"Callejas, R",1,Peperomia magnoliifolia
Peperomia martiana,"Guimarães, EF",1,Peperomia martiana
Peperomia martiana,"Machado-Silva, T.",1,Peperomia martiana
Peperomia pereskiifolia,T. G. Yuncker,0,Peperomia pereskiaefolia
Peperomia pereskiifolia,T. G. Yuncker,0,Peperomia pereskiaefolia
Peperomia pereskiifolia,T. G. Yuncker,0,Peperomia pereskiaefolia
Peperomia pereskiifolia,T. G. Yuncker,0,Peperomia pereskiaefolia
Peperomia rotundifolia,"Guimarães, EF",1,Peperomia rotundifolia
Peperomia rotundifolia,"Guimarães, EF",1,Peperomia rotundifolia
Peperomia rotundifolia,"Machado-Silva, T.",1,Peperomia rotundifolia
Peperomia rotundifolia,T. G. Yuncker,1,Peperomia rotundifolia
Peperomia tetraphylla,"Callejas, R",1,Peperomia tetraphylla
Peperomia tetraphylla,"Callejas, R",1,Peperomia tetraphylla
Peperomia tetraphylla,"Callejas, R",1,Peperomia tetraphylla
Peperomia tetraphylla,T. G. Yuncker,1,Peperomia tetraphylla
Peperomia tetraphylla,T. G. Yuncker,1,Peperomia tetraphylla
Peperomia tetraphylla,T. G. Yuncker,1,Peperomia tetraphylla
Peperomia tetraphylla,T. G. Yuncker,1,Peperomia tetraphylla
Peperomia tetraphylla,T. G. Yuncker,1,Peperomia tetraphylla
Peperomia tetraphylla,T. G. Yuncker,1,Peperomia tetraphylla
Peperomia tetraphylla,"Callejas, R",1,Peperomia tetraphylla
Peperomia tetraphylla,"Callejas, R",1,Peperomia tetraphylla
Peperomia tetraphylla,"Callejas, R",1,Peperomia tetraphylla
Peperomia tetraphylla,"Callejas, R",1,Peperomia tetraphylla
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Callejas, R",1,Peperomia urocarpa
Peperomia urocarpa,"Callejas, R",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Carvalho-Silva, M",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Peperomia urocarpa,T. G. Yuncker,1,Peperomia urocarpa
